2024-5-14 1:10:7,ACE-37,QA75Q70DAJXZK,"75"" QLED Q70D",SKU Price,29980,Passed,,,,SKU Price in Cart,29980,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,QA75Q70DAJXZK,1,Passed,Z-UA32T5300AJXZK,1,Passed,Z-HW-S800B/ZK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,54.760000000000005
2024-5-14 1:11:8,ACE-38,QA75QN800DJXZK,"75"" Neo QLED 8K QN800D",SKU Price,72980,Passed,,,,SKU Price in Cart,72980,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,QA75QN800DJXZK,1,Passed,Z-SM-S9280ZTGT-CTV,1,Passed,Z-HW-Q930D/ZK,1,Passed,Z-WMN-B16FB/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,72.88
2024-5-14 1:12:23,ACE-39,QA75QN900DJXZK,"75"" Neo QLED 8K QN900D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),39.329999999999984
2024-5-14 1:13:3,ACE-40,QA77S90DAEXZK,"77"" OLED S90DAE",SKU Price,53980,Passed,,,,SKU Price in Cart,53980,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,QA77S90DAEXZK,1,Passed,Z-SM-S9260ZKDT-CTV,1,Passed,Z-WMN-B16FB/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,55.16999999999999
2024-5-14 1:14:4,ACE-41,QA77S95CAJXZK,"77"" OLED 4K S95C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),35.56999999999999
2024-5-14 1:14:41,ACE-42,QA77S95DAJXZK,"77"" OLED S95D",SKU Price,69980,Passed,,,,SKU Price in Cart,69980,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,QA77S95DAJXZK,1,Passed,Z-HW-S800D/ZK,1,Passed,Z-SM-S9280ZTGT-CTV,1,Passed,Z-WMN-B16FB/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,68.80000000000001
2024-5-14 1:15:55,ACE-43,QA83S90DAEXZK,"83"" OLED S90DAE",SKU Price,85480,Passed,,,,SKU Price in Cart,85480,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,QA83S90DAEXZK,1,Passed,Z-SM-S9260ZKDT-CTV,1,Passed,Z-WMN-B16FB/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,68.13
2024-5-14 1:17:6,ACE-44,QA85QN900DJXZK,"85"" Neo QLED 8K QN900D",SKU Price,119980,Passed,,,,SKU Price in Cart,119980,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,QA85QN900DJXZK,1,Passed,Z-SM-S9280ZTGT-CTV,1,Passed,Z-HW-Q930D/ZK,1,Passed,Z-WMN-B30FB/RU,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,66
2024-5-14 1:18:15,ACE-45,QA98Q80CAJXZK,"98"" QLED 4K Q80C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),37.26000000000005
2024-5-14 1:18:55,ACE-46,QA98QN90DAJXZK,"98"" Neo QLED 4K QN90D",SKU Price,129980,Passed,,,,SKU Price in Cart,129980,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,QA98QN90DAJXZK,1,Passed,Z-SM-S9280ZTGT-CTV,1,Passed,Z-HW-Q700D/ZK,1,Passed,Z-WMN8000SX/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,65.08999999999992
2024-5-14 1:20:6,ACE-47,QA98QN990CJXZK,"98"" Neo QLED 8K QN990C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),36.309999999999945
2024-5-14 1:20:45,ACE-48,SP-LFF3CLAXXZK,The Freestyle 2nd Gen,SKU Price,5980,Passed,,,,SKU Price in Cart,5980,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,1,Failed,Less - Expected 2 / Actual 1,Items in Cart,SP-LFF3CLAXXZK,1,Passed,Z-ITFITSD05,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,59.539999999999964
2024-5-14 1:21:48,ACE-49,UA65DU8000JXZK,"65"" Crystal UHD DU8000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),35.07999999999993
2024-5-14 1:22:28,ACE-50,HW-LS60D/ZK,S-Series HW-LS60D Music Frame,SKU Price,3980,Passed,,,,SKU Price in Cart,3980,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,1,Failed,Less - Expected 2 / Actual 1,Items in Cart,HW-LS60D/ZK,1,Passed,Z-MOOV24BIT6MONTH,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,67.7299999999999
2024-5-14 1:23:44,ACE-51,HW-Q600C/ZK,Q-series HW-Q600C 3.1.2ch Soundbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),45.530000000000086
2024-5-14 1:24:32,ACE-52,HW-Q700C/ZK,Q-series HW-Q700C 3.1.2ch Soundbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),39.00999999999999
2024-5-14 1:25:17,ACE-53,HW-Q700D/ZK,Q-series Soundbar HW-Q700D,SKU Price,4590,Passed,,,,SKU Price in Cart,4590,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,HW-Q700D/ZK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,68.37
2024-5-14 1:26:27,ACE-54,HW-Q800C/ZK,Q-series HW-Q800C 5.1.2ch Soundbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),33.440000000000055
2024-5-14 1:27:2,ACE-55,HW-Q800D/ZK,Q-series Soundbar HW-Q800D,SKU Price,5390,Passed,,,,SKU Price in Cart,5390,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,HW-Q800D/ZK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,61.49000000000001
2024-5-14 1:28:9,ACE-56,HW-Q930C/ZK,Q-series HW-Q930C 9.1.4ch Soundbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),33.25999999999999
2024-5-14 1:28:42,ACE-57,HW-Q930D/ZK,Q-series Soundbar HW-Q930D,SKU Price,7990,Passed,,,,SKU Price in Cart,7990,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,HW-Q930D/ZK,1,Passed,Z-ITFITEX32,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,65.59000000000015
2024-5-14 1:29:54,ACE-58,HW-Q990C/ZK,Q-series HW-Q990C 11.1.4ch Soundbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),38.63999999999987
2024-5-14 1:30:36,ACE-59,HW-Q990D/ZK,Q-series Soundbar HW-Q990D,SKU Price,10490,Passed,,,,SKU Price in Cart,10490,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,HW-Q990D/ZK,1,Passed,Z-ITFITEX32,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,68.34999999999991
2024-5-14 1:31:48,ACE-60,HW-S700D/ZK,S-Series HW-S700D Soundbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),40.88000000000011
2024-5-14 1:32:37,ACE-61,HW-S800B/ZK,S-Series HW-S800B 3.1.2ch Soundbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),39.950000000000045
2024-5-14 1:33:12,ACE-62,HW-S800D/ZK,S-Series HW-S800D Soundbar,SKU Price,3990,Passed,,,,SKU Price in Cart,3990,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,HW-S800D/ZK,1,Passed,Z-VG-SCFBS8BW/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,56.340000000000146
2024-5-14 1:34:11,ACE-63,VG-SCFBS8BW/XY,Ultra Slim Soundbar Skin (Brown),SKU Price,790,Passed,,,,SKU Price in Cart,790,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFBS8BW/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,59.26999999999998
2024-5-14 1:35:15,ACE-64,VG-SCFBS8TK/XY,Ultra Slim Soundbar Skin (Teak),SKU Price,790,Passed,,,,SKU Price in Cart,790,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFBS8TK/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,60.429999999999836
2024-5-14 1:36:18,ACE-65,LC34G55TWWCXXK,34” Odyssey G5 Curved Gaming Monitor (165Hz),SKU Price,2999,Passed,,,,SKU Price in Cart,2999,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,LC34G55TWWCXXK,1,Passed,Z-STEAMPASS200,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,72.05999999999995
2024-5-14 1:37:33,ACE-66,LS32A700NWCXXK,"32"" A700 UHD 4K Monitor",SKU Price,2580,Passed,,,,SKU Price in Cart,2580,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,LS32A700NWCXXK,1,Passed,Z-ITFITPW16BK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,71.19999999999982
2024-5-14 1:38:48,ACE-67,LS32BG850NCXXK,32” Odyssey Neo G8 Mini-LED Curved Gaming Monitor (240Hz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),35.87999999999988
2024-5-14 1:39:24,ACE-68,LS34BG850SCXXK,"34"" Odyssey G8 OLED Curved Gaming Monitor (175Hz)",SKU Price,8380,Passed,,,,SKU Price in Cart,8380,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,LS34BG850SCXXK,1,Passed,Z-STEAMPASS200,3,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,58.6400000000001
2024-5-14 1:40:29,ACE-69,LS49CG954SCXXK,"49"" Odyssey G9 OLED Curved Gaming Monitor (240Hz)",SKU Price,16980,Passed,,,,SKU Price in Cart,16980,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,LS49CG954SCXXK,1,Passed,Z-LS27A700NWCXXK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,55.8900000000001
2024-5-14 1:41:27,ACE-70,LS55CG970NCXXK,"55"" Odyssey Ark 2<sup>nd</sup> Gen Curved Gaming Monitor (165Hz)",SKU Price,25800,Passed,,,,SKU Price in Cart,25800,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,LS55CG970NCXXK,1,Passed,Z-LS28AG700NCXXK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,66.53999999999996
2024-5-14 1:42:37,ACE-71,RB27N4050B1/SH,RB27N4050B1/SH 2 door refrigerator 257L Black Nickel,SKU Price,3690,Passed,,,,SKU Price in Cart,3690,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,RB27N4050B1/SH,1,Passed,Z-ITFITF16,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,60.680000000000064
2024-5-14 1:43:40,ACE-72,RB27N4050S8/SH,RB27N4050S8/SH 2 door refrigerator 257L Sliver,SKU Price,3590,Passed,,,,SKU Price in Cart,3590,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,RB27N4050S8/SH,1,Passed,Z-ITFITF16,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,62.15000000000009
2024-5-14 1:44:45,ACE-73,RB29FERNCS9/SH,RB29FERNCS9 2 door Refrigerator 286L Sliver,SKU Price,4390,Passed,,,,SKU Price in Cart,4390,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,RB29FERNCS9/SH,1,Passed,Z-ITFITF16,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,61.68000000000029
2024-5-14 1:45:49,ACE-74,RB30N4050B1/SH,RB30N4050B1/SH 2 door refrigerator 290L Black Nickel,SKU Price,3790,Passed,,,,SKU Price in Cart,3790,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,RB30N4050B1/SH,1,Passed,Z-ITFITF16,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,60.31999999999971
2024-5-14 1:46:52,ACE-75,RB30N4050S8/SH,RB30N4050S8/SH 2 door Refrigerator 290L Sliver,SKU Price,3990,Passed,,,,SKU Price in Cart,3990,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,RB30N4050S8/SH,1,Passed,Z-ITFITF16,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,62.559999999999945
2024-5-14 1:47:59,ACE-76,RB30N4180B1/SH,RB30N4180B1/SH 2 door Refrigerator 284L Black Nickel,SKU Price,4190,Passed,,,,SKU Price in Cart,4190,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,RB30N4180B1/SH,1,Passed,Z-ITFITF16,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,56.22999999999956
2024-5-14 1:49:3,ACE-77,RB33J3200S9/SH,RB33J3200S9 2 Door Refrigerator 328L,SKU Price,4290,Passed,,,,SKU Price in Cart,4290,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,RB33J3200S9/SH,1,Passed,Z-ITFITF16,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,57.19999999999982
2024-5-14 1:49:57,ACE-78,RB33J3200SA/SH,RB33J3200SA 2 door Refrigerator 328L Metal Graphite,SKU Price,4290,Passed,,,,SKU Price in Cart,4290,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,RB33J3200SA/SH,1,Passed,Z-ITFITF16,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,55.40000000000009
2024-5-14 1:51:0,ACE-79,RB33R8899SR/SH,RB33R8899SR/SH  SpaceMaxᵀᴹ  2 door Refrigerator 328L Sliver,SKU Price,11190,Passed,,,,SKU Price in Cart,11190,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,RB33R8899SR/SH,1,Passed,Z-ITFITF16,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,66.86999999999989
2024-5-14 1:52:5,ACE-80,RB34T675FB1/SH,RB34T675FB1 SpaceMax™  2 door refrigerator 340L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),33.690000000000055
2024-5-14 1:52:38,ACE-81,RB34T675FS9/SH,RB34T675FS9/SH SpaceMax™ 2 door Refrigerator 340L,SKU Price,5790,Passed,,,,SKU Price in Cart,5790,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,RB34T675FS9/SH,1,Passed,Z-ITFITF16,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,49.220000000000255
2024-5-14 1:53:33,ACE-82,RF48A4000B4/SH,RF48A4000B4 Twin Cooling Plus™ Multi Door Refrigerator 468L,SKU Price,8990,Passed,,,,SKU Price in Cart,8990,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,RF48A4000B4/SH,1,Passed,Z-ITFITF16,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,54.090000000000146
2024-5-14 1:54:27,ACE-96,VCA-SBTA95/VT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),27.33
2024-5-14 1:54:31,ACE-83,RS62R5007M9/SH,RS62R5007M9 Side By Side Refrigerators 647L,SKU Price,10990,Passed,,,,SKU Price in Cart,10990,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,RS62R5007M9/SH,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,63.590000000000146
2024-5-14 1:55:37,ACE-84,RS63R5597B4/SH,RS63R5597B4/SH SpaceMax™ Side by Side Refrigerator 630L Black,SKU Price,12900,Passed,,,,SKU Price in Cart,12900,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,RS63R5597B4/SH,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,68.42999999999984
2024-5-14 1:56:49,ACE-85,RS64R5337B4/SH,RS64R5337B4/SH Side by Side Refrigerator 617L,SKU Price,15900,Passed,,,,SKU Price in Cart,15900,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,RS64R5337B4/SH,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,63.570000000000164
2024-5-14 1:57:56,ACE-86,RT20M3020GS/SH,RT20M3020GS/SH 2 door Refrigerator 203L Grey Silver,SKU Price,2590,Passed,,,,SKU Price in Cart,2590,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,RT20M3020GS/SH,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,63.42000000000007
2024-5-14 1:59:3,ACE-87,RT22M4013S8/SH,RT22M4013S8/SH 2 door Refrigerator 234L Elegant Inox,SKU Price,2790,Passed,,,,SKU Price in Cart,2790,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,RT22M4013S8/SH,1,Passed,Z-ITFITEX42,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,73.54999999999973
2024-5-14 2:0:20,ACE-88,RT22M4032S8/SH,RT22M4032S8/SH 2 door Refrigerator 234L Elegant Inox,SKU Price,2790,Passed,,,,SKU Price in Cart,2790,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,RT22M4032S8/SH,1,Passed,Z-ITFITEX42,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,71.19000000000005
2024-5-14 2:1:35,ACE-89,RT22M4033S9/SH,RT22M4033S9/SH 2 door Refrigerator 234L Refined Inox,SKU Price,2690,Passed,,,,SKU Price in Cart,2690,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,RT22M4033S9/SH,1,Passed,Z-ITFITEX42,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,81.55000000000018
2024-5-14 2:3:0,ACE-90,RT25M4013S8/SH,RT25M4013S8/SH 2 door Refrigerator 255L Elegant Inox,SKU Price,2990,Passed,,,,SKU Price in Cart,2990,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,RT25M4013S8/SH,1,Passed,Z-ITFITEX42,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,77.97000000000025
2024-5-14 2:4:21,ACE-91,RT25M4032S8/SH,RT25M4032S8/SH 2 door Refrigerator 255L Elegant Inox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),45.41000000000031
2024-5-14 2:5:8,ACE-92,RT25M4033S9/SH,RT25M4033S9/SH 2 door Refrigerator 255L Refined Inox,SKU Price,3090,Passed,,,,SKU Price in Cart,3090,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,RT25M4033S9/SH,1,Passed,Z-ITFITEX42,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,66.40000000000009
2024-5-14 2:6:20,ACE-93,RT31CG5420S9SH,RT31CG5420S9 SpaceMax™ 2 door Refrigerator 301L,SKU Price,3790,Passed,,,,SKU Price in Cart,3790,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,RT31CG5420S9SH,1,Passed,Z-ITFITEX42,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,70.55000000000018
2024-5-14 2:7:33,ACE-94,RT35CG5420S9SH,RT35CG5420S9 SpaceMax™ 2 door Refrigerator 345L,SKU Price,4290,Passed,,,,SKU Price in Cart,4290,Passed,Trade-Up Discount,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,RT35CG5420S9SH,1,Passed,Z-ITFITEX42,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,74.80000000000018
2024-5-14 2:8:50,ACE-95,RZ24A5470AP/SH,BESPOKE Bottom Mount Freezer 340L (Panel Not Included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),46.059999999999945
