28/5/2024 9:57,E-SMP-31,SM-R940NZKATGY,"Galaxy Watch6 44mm (BT), Graphite",SKU Price,1679,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,1679,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,SM-R940NZKATGY,1,Passed,Z-ITFITPW12,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,57.14
28/5/2024 9:58,E-TAB-01,SM-X710NZAATGY,"Galaxy Tab S9, 8GB+128, Graphite",SKU Price,4842,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,4842,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-X710NZAATGY,1,Passed,Z-EF-DX710UBEGWW,1,Passed,Z-SM-R400NZWATGY,1,Passed,Z-EF-ZX712PWEGWW,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,60.44
28/5/2024 9:59,E-TAB-02,SM-X810NZAATGY,"Galaxy Tab S9+, 12GB+256, Graphite",SKU Price,6074,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,6074,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-X810NZAATGY,1,Passed,Z-EF-DX810UBEGWW,1,Passed,Z-SM-R400NZWATGY,1,Passed,Z-EF-ZX812PWEGWW,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,60.44
28/5/2024 10:01,E-TAB-03,SM-X910NZAATGY,"Galaxy Tab S9 Ultra, 12GB+256, Graphite",SKU Price,6782,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,6782,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-X910NZAATGY,1,Passed,Z-EF-ZX912PWEGWW,1,Passed,Z-SM-R400NZWATGY,1,Passed,Z-EF-DX910UBEGWW,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,58.29
28/5/2024 10:02,E-TAB-04,SM-X510NLGATGY,"Galaxy Tab S9 FE, Wi-Fi, MINT",SKU Price,2870,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,2870,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Failed,Less - Expected 3 / Actual 2,Items in Cart,SM-X510NLGATGY,1,Passed,Z-ITFITEX41,1,Passed,Z-ITFITCS9FEGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Failed,56.04
28/5/2024 10:03,E-TAB-05,SM-X610NLGATGY,"Galaxy Tab S9 FE+, Wi-Fi, MINT",SKU Price,3830,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,3830,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Failed,Less - Expected 3 / Actual 2,Items in Cart,SM-X610NLGATGY,1,Passed,Z-ITFITEX41,1,Passed,Z-ITFITCS9FEPGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Failed,56.04
28/5/2024 10:04,E-TAB-06,SM-X210NDBATGY,"Galaxy Tab A9+, 64GB 4GB Wi-Fi Navy",SKU Price,1430,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,1430,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,SM-X210NDBATGY,1,Passed,Z-ITFITCA9PGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,63.66
28/5/2024 10:05,E-TAB-07,SM-X306BZGATGY,Galaxy Tab Active 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),30.15
28/5/2024 10:06,E-TAB-08,SM-P620NZAETGY,Galaxy Tab S6 Lite (2024) Wi-Fi Oxford Gray,SKU Price,2200,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,2200,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-P620NZAETGY,1,Passed,Z-ITFITEX41,1,Passed,Z-ITFITBKCS6LGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,62.39
28/5/2024 10:07,E-NPC-01,NP960XGL-XG1HK,"Galaxy Book4 Uitra 16""/i9/64GB/2TB/RTX4070",SKU Price,19984,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,19984,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,NP960XGL-XG1HK,1,Passed,Z-GAMEPASSULT3MMX,1,Passed,Z-XBOXCTRLGDSP,1,Passed,Z-EF-LPUN6PBEGWW,1,Passed,Z-ITFITEX43,1,Passed,,,,,,,,,,,,,,,,,,,Passed,71.26
28/5/2024 10:08,E-NPC-02,NP960QGK-KS3HK,"Galaxy Book4 Pro 360 16""/i7/32GB/1TB",SKU Price,13584,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,13584,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,NP960QGK-KS3HK,1,Passed,Z-OTH-M365MTH12HK,1,Passed,Z-EF-LPUN6PBEGWW,1,Passed,Z-ITFITEX43,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,65.97
28/5/2024 10:09,E-NPC-03,NP960XGK-KS5HK,"Galaxy Book4 Pro 16""/i7/32GB/1TB",SKU Price,12544,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,12544,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,NP960XGK-KS5HK,1,Passed,Z-OTH-M365MTH12HK,1,Passed,Z-EF-LPUN6PBEGWW,1,Passed,Z-ITFITEX43,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,58.94
28/5/2024 10:10,E-NPC-04,NP940XGK-KS3HK,"Galaxy Book4 Pro 14""/i7/32GB/1TB",SKU Price,11984,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,11984,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,NP940XGK-KS3HK,1,Passed,Z-OTH-M365MTH12HK,1,Passed,Z-EF-LPUN4PBEGWW,1,Passed,Z-ITFITEX43,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,61.69
28/5/2024 10:11,E-NPC-05,NP750QGK-KS1HK,"Galaxy Book4 360 15.6""/i7/16GB/1TB",SKU Price,9264,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,9264,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,NP750QGK-KS1HK,1,Passed,Z-ITFITEX43,1,Passed,Z-EE-P5400USEGWW,1,Passed,Z-EJ-M3400DBEGWW,1,Passed,Z-SM-R400NZWATGY,1,Passed,,,,,,,,,,,,,,,,,,,Passed,63.35
28/5/2024 10:12,E-NPC-06,NP750XGK-KA3HK,"Galaxy Book4 15.6""/i7/16GB/512GB",SKU Price,6789,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,6789,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,NP750XGK-KA3HK,1,Passed,Z-ITFITEX43,1,Passed,Z-SM-R400NZWATGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,56.36
28/5/2024 10:13,E-NPC-07,NP960XMB-KB1HK,"Galaxy Book4 Edge, 16""/X1E-84/16GB/1TB, Sapphire Blue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),23.87
28/5/2024 10:14,E-NPC-08,NP940XMA-KB1HK,"Galaxy Book4 Edge, 14""/X1E-80/16GB/512GB, Sapphire Blue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),28.47
28/5/2024 10:14,E-NPC-09,NP960XFH-XA2HK,"Galaxy Book3 Ultra, i9/32G/1TB/NVIDIA RTX4070, Graphite",SKU Price,17147,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,17147,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,NP960XFH-XA2HK,1,Passed,Z-LS32C390EACXXK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,58.6
28/5/2024 10:15,E-NPC-10,NP965QFG-KA1HK,"Galaxy Book3 Pro 360, i7/16G/1TB/Shared/5G, Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),28.44
28/5/2024 10:16,E-NPC-11,NP960XFG-KC1HK,"Galaxy Book3 Pro, i7/16G/512G/Shared, Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),23.26
28/5/2024 10:16,E-NPC-12,NP940XFG-KC1HK,"Galaxy Book3 Pro, i7/16G/1TB/Shared, Graphite",SKU Price,8388,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,8388,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,NP940XFG-KC1HK,1,Passed,Z-LS32C390EACXXK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,60.81
28/5/2024 10:17,E-NPC-13,NP750QFG-KB1HK,"Galaxy Book3 360, 15.6""/i5/16GB/512GB, Silver",SKU Price,7137,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,7137,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,NP750QFG-KB1HK,1,Passed,Z-LS32C390EACXXK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,60.84
28/5/2024 10:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),26.81
28/5/2024 10:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),22.96
28/5/2024 10:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),26.41
