2024-8-7 12:24:16,5,E-SMP-01,SM-S9280ZOPTGY,"Galaxy S24 Ultra, 1TB, Titanium Orange",SKU Price,10576,Passed,Galaxy Credit,,,SKU Price in Cart,10576,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-S9280ZOPTGY,1,Passed,Z-ITAC13-M,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-SM-R400NZWATGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,103.85
2024-8-7 12:26:5,6,E-SMP-02,SM-S9280ZKHTGY,"Galaxy S24 Ultra, 512GB, Titanium Black",SKU Price,8936,Passed,Galaxy Credit,,,SKU Price in Cart,8936,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-S9280ZKHTGY,1,Passed,Z-ITAC13-M,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-SM-R400NZWATGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,47.47000000000001
2024-8-7 12:26:53,7,E-SMP-03,SM-S9280ZKGTGY,"Galaxy S24 Ultra, 256GB, Titanium Black",SKU Price,8116,Passed,Galaxy Credit,,,SKU Price in Cart,8116,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-S9280ZKGTGY,1,Passed,Z-ITAC13-M,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-SM-R400NZWATGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,45.76000000000002
2024-8-7 12:28:37,8,E-SMP-04,SM-S9260ZKGTGY,"Galaxy S24+, 512GB, Onyx Black",SKU Price,7050,Passed,Galaxy Credit,,,SKU Price in Cart,7050,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-S9260ZKGTGY,1,Passed,Z-ITAC13-M,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-SM-R400NZWATGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,102.43999999999997
2024-8-7 12:29:25,9,E-SMP-05,SM-S9260ZADTGY,"Galaxy S24+, 256GB, Marble Gray",SKU Price,6230,Passed,Galaxy Credit,,,SKU Price in Cart,6230,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-S9260ZADTGY,1,Passed,Z-ITAC13-M,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-SM-R400NZWATGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,47.09000000000003
2024-8-7 12:30:14,10,E-SMP-06,SM-S9210ZKHTGY,"Galaxy S24, 512GB, Onyx Black",SKU Price,5656,Passed,Galaxy Credit,,,SKU Price in Cart,5656,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-S9210ZKHTGY,1,Passed,Z-ITAC13-M,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-SM-R400NZWATGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,49
2024-8-7 12:31:4,11,E-SMP-07,SM-S9210ZKGTGY,"Galaxy S24, 256GB, Onyx Black",SKU Price,4836,Passed,Galaxy Credit,,,SKU Price in Cart,4836,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-S9210ZKGTGY,1,Passed,Z-ITAC13-M,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-SM-R400NZWATGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,48
2024-8-7 12:31:54,12,E-SMP-08,SM-F9560AKHTGY,"Galaxy Z Fold6, 1TB+12GB, Crafted Black",SKU Price,16006,Passed,Galaxy Credit,,,SKU Price in Cart,16006,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,SM-F9560AKHTGY,1,Passed,Z-EP-P2400TWEGGB,1,Passed,Z-SM-R177NZWAASA,1,Passed,Z-ITAC13-M,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,Failed,52.10000000000002
2024-8-7 12:32:47,13,E-SMP-09,SM-F9560AKGTGY,"Galaxy Z Fold6, 512GB+12GB, Crafted Black",SKU Price,14166,Passed,Galaxy Credit,,,SKU Price in Cart,14166,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,SM-F9560AKGTGY,1,Passed,Z-EP-P2400TWEGGB,1,Passed,Z-SM-R177NZWAASA,1,Passed,Z-ITAC13-M,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,Failed,51.52999999999997
2024-8-7 12:33:40,14,E-SMP-10,SM-F9560AKDTGY,"Galaxy Z Fold6, 256GB+12GB, Crafted Black",SKU Price,13246,Passed,Galaxy Credit,,,SKU Price in Cart,13246,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,SM-F9560AKDTGY,1,Passed,Z-EP-P2400TWEGGB,1,Passed,Z-SM-R177NZWAASA,1,Passed,Z-ITAC13-M,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,Failed,51.32999999999993
2024-8-7 12:34:34,15,E-SMP-11,SM-F7410AKETGY,"Galaxy Z Flip6, 512GB+12GB, Crafted Black",SKU Price,8922,Passed,Galaxy Credit,,,SKU Price in Cart,8922,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,SM-F7410AKETGY,1,Passed,Z-EF-ZF741CWEGWW-M,1,Passed,Z-ITAC13-M,1,Passed,Z-SM-R177NZWAASA,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,Failed,52.98000000000002
2024-8-7 12:35:28,16,E-SMP-12,SM-F7410AKATGY,"Galaxy Z Flip6, 256GB+12GB, Crafted Black",SKU Price,8002,Passed,Galaxy Credit,,,SKU Price in Cart,8002,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,SM-F7410AKATGY,1,Passed,Z-EF-ZF741CWEGWW-M,1,Passed,Z-ITAC13-M,1,Passed,Z-SM-R177NZWAASA,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,Failed,51.36999999999989
2024-8-7 12:36:21,17,E-SMP-13,GP-FPF741HIHLW,"Galaxy Z Flip6 Limited Edition, 512GB+12GB,  Doreamon Special Edition",SKU Price,10698,Passed,Galaxy Credit,,,SKU Price in Cart,10698,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,6,Passed,-,Items in Cart,GP-FPF741HIHLW,1,Passed,Z-SM-R177NZWAASA,1,Passed,Z-SM-F7410LBETGY-M,1,Passed,Z-DORAEAMONBAG-M,1,Passed,Z-EP-T6530NBEGGB-D,1,Passed,Z-ITAC13-D,1,Passed,Z-EF-ZF741CWEGWW-D,1,Passed,,,,,,,,,,,,,Failed,62.67999999999995
2024-8-7 12:37:25,18,E-SMP-14,SM-F9460ZEHTGY,"Galaxy Z Fold5 1TB, Cream (eStore)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),27.370000000000005
2024-8-7 12:37:52,19,E-SMP-15,SM-F9460ZUGTGY,"Galaxy Z Fold5 512, Gray (eStore)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),25.659999999999968
2024-8-7 12:39:27,5,E-SMP-01,SM-S9280ZOPTGY,"Galaxy S24 Ultra, 1TB, Titanium Orange",SKU Price,10576,Passed,Galaxy Credit,,,SKU Price in Cart,10576,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-S9280ZOPTGY,1,Passed,Z-ITAC13-M,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-SM-R400NZWATGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,58.93
2024-8-7 12:40:27,6,E-SMP-02,SM-S9280ZKHTGY,"Galaxy S24 Ultra, 512GB, Titanium Black",SKU Price,8936,Passed,Galaxy Credit,,,SKU Price in Cart,8936,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-S9280ZKHTGY,1,Passed,Z-ITAC13-M,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-SM-R400NZWATGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,59.48
2024-8-7 12:41:28,7,E-SMP-03,SM-S9280ZKGTGY,"Galaxy S24 Ultra, 256GB, Titanium Black",SKU Price,8116,Passed,Galaxy Credit,,,SKU Price in Cart,8116,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-S9280ZKGTGY,1,Passed,Z-ITAC13-M,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-SM-R400NZWATGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,58.78
2024-8-7 12:42:28,8,E-SMP-04,SM-S9260ZKGTGY,"Galaxy S24+, 512GB, Onyx Black",SKU Price,7050,Passed,Galaxy Credit,,,SKU Price in Cart,7050,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-S9260ZKGTGY,1,Passed,Z-ITAC13-M,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-SM-R400NZWATGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,58.650000000000006
2024-8-7 12:43:29,9,E-SMP-05,SM-S9260ZADTGY,"Galaxy S24+, 256GB, Marble Gray",SKU Price,6230,Passed,Galaxy Credit,,,SKU Price in Cart,6230,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-S9260ZADTGY,1,Passed,Z-ITAC13-M,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-SM-R400NZWATGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,59.07000000000002
2024-8-7 12:44:29,10,E-SMP-06,SM-S9210ZKHTGY,"Galaxy S24, 512GB, Onyx Black",SKU Price,5656,Passed,Galaxy Credit,,,SKU Price in Cart,5656,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-S9210ZKHTGY,1,Passed,Z-ITAC13-M,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-SM-R400NZWATGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,61.52999999999997
2024-8-7 12:45:33,11,E-SMP-07,SM-S9210ZKGTGY,"Galaxy S24, 256GB, Onyx Black",SKU Price,4836,Passed,Galaxy Credit,,,SKU Price in Cart,4836,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-S9210ZKGTGY,1,Passed,Z-ITAC13-M,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-SM-R400NZWATGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,59.81
2024-8-7 12:46:35,12,E-SMP-08,SM-F9560AKHTGY,"Galaxy Z Fold6, 1TB+12GB, Crafted Black",SKU Price,16006,Passed,Galaxy Credit,,,SKU Price in Cart,16006,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,SM-F9560AKHTGY,1,Passed,Z-EP-P2400TWEGGB,1,Passed,Z-SM-R177NZWAASA,1,Passed,Z-ITAC13-M,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,Failed,77.05000000000001
2024-8-7 12:47:54,13,E-SMP-09,SM-F9560AKGTGY,"Galaxy Z Fold6, 512GB+12GB, Crafted Black",SKU Price,14166,Passed,Galaxy Credit,,,SKU Price in Cart,14166,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,SM-F9560AKGTGY,1,Passed,Z-EP-P2400TWEGGB,1,Passed,Z-SM-R177NZWAASA,1,Passed,Z-ITAC13-M,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,Failed,77.01999999999998
2024-8-7 12:49:12,14,E-SMP-10,SM-F9560AKDTGY,"Galaxy Z Fold6, 256GB+12GB, Crafted Black",SKU Price,13246,Passed,Galaxy Credit,,,SKU Price in Cart,13246,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,SM-F9560AKDTGY,1,Passed,Z-EP-P2400TWEGGB,1,Passed,Z-SM-R177NZWAASA,1,Passed,Z-ITAC13-M,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,Failed,77.62
2024-8-7 12:50:33,15,E-SMP-11,SM-F7410AKETGY,"Galaxy Z Flip6, 512GB+12GB, Crafted Black",SKU Price,8922,Passed,Galaxy Credit,,,SKU Price in Cart,8922,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,SM-F7410AKETGY,1,Passed,Z-EF-ZF741CWEGWW-M,1,Passed,Z-ITAC13-M,1,Passed,Z-SM-R177NZWAASA,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,Failed,135.35000000000002
2024-8-7 12:52:49,16,E-SMP-12,SM-F7410AKATGY,"Galaxy Z Flip6, 256GB+12GB, Crafted Black",SKU Price,8002,Passed,Galaxy Credit,,,SKU Price in Cart,8002,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,SM-F7410AKATGY,1,Passed,Z-EF-ZF741CWEGWW-M,1,Passed,Z-ITAC13-M,1,Passed,Z-SM-R177NZWAASA,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,Failed,76.72000000000003
2024-8-7 12:54:8,17,E-SMP-13,GP-FPF741HIHLW,"Galaxy Z Flip6 Limited Edition, 512GB+12GB,  Doreamon Special Edition",SKU Price,10698,Passed,Galaxy Credit,,,SKU Price in Cart,10698,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,6,Passed,-,Items in Cart,GP-FPF741HIHLW,1,Passed,Z-SM-R177NZWAASA,1,Passed,Z-SM-F7410LBETGY-M,1,Passed,Z-DORAEAMONBAG-M,1,Passed,Z-EP-T6530NBEGGB-D,1,Passed,Z-ITAC13-D,1,Passed,Z-EF-ZF741CWEGWW-D,1,Passed,,,,,,,,,,,,,Failed,111.34000000000003
2024-8-7 12:56:0,18,E-SMP-14,SM-F9460ZEHTGY,"Galaxy Z Fold5 1TB, Cream (eStore)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),63.87000000000012
2024-8-7 12:57:6,19,E-SMP-15,SM-F9460ZUGTGY,"Galaxy Z Fold5 512, Gray (eStore)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),63.47000000000003
2024-8-7 12:58:11,20,E-SMP-16,SM-F9460ZKDTGY,"Galaxy Z Fold5 256, 12GB + 256GB, Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),63.42000000000007
2024-8-7 12:59:20,21,E-SMP-17,SM-F7310ZBETGY,"Galaxy Z Flip5 512, Blue (eStore)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),52.00999999999999
2024-8-7 13:0:9,22,E-SMP-18,SM-F7310ZEATGY,"Galaxy Z Flip5 256, 8GB + 256GB, Cream",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),63.70999999999981
2024-8-7 13:1:15,23,E-SMP-19,SM-S9180ZGPTGY,"Galaxy S23 Ultra 1TB, 12+1T, Green (Key)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),64.42999999999984
2024-8-7 13:2:23,24,E-SMP-20,SM-S9160ZGGTGY,"Galaxy S23+ [512], 8+512GB, Green",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),65.44000000000005
2024-8-7 13:3:43,25,E-SMP-21,SM-S9110ZGHTGY,"Galaxy S23 [512], 8+512GB, Green",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),63.200000000000045
2024-8-7 13:4:35,26,E-SMP-22,SM-S7110LGGTGY,"Galaxy S23 FE 256, Mint",SKU Price,3824,Passed,Galaxy Credit,,,SKU Price in Cart,3824,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,5,Passed,-,Items in Cart,SM-S7110LGGTGY,1,Passed,Z-EF-QS711CTEGWW,1,Passed,Z-ITFITPW03,1,Passed,Z-SM-R400NZWATGY,1,Passed,Z-ITFITEX43,1,Passed,Z-ITAC13-M,1,Passed,,,,,,,,,,,,,,,,Failed,66.25
2024-8-7 13:5:43,27,E-SMP-23,SM-A5560ZKATGY,Galaxy A55 5G 8GB 128GB Awesome Navy,SKU Price,2638,Passed,Galaxy Credit,,,SKU Price in Cart,2638,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,SM-A5560ZKATGY,1,Passed,Z-ITFITEX43,1,Passed,Z-ITFITPW28-M,1,Passed,Z-ITFITT10WE,1,Passed,Z-EB-P3400XUEGWW,1,Passed,,,,,,,,,,,,,,,,,,,Passed,63.649999999999864
2024-8-7 13:6:48,28,E-SMP-24,SM-A5560LBDTGY,Galaxy A55 5G 12GB 256GB Awesome Iceblue,SKU Price,2958,Passed,Galaxy Credit,,,SKU Price in Cart,2958,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,SM-A5560LBDTGY,1,Passed,Z-ITFITEX43,1,Passed,Z-ITFITPW28-M,1,Passed,Z-ITFITT10WE,1,Passed,Z-EB-P3400XUEGWW,1,Passed,,,,,,,,,,,,,,,,,,,Passed,62.789999999999964
2024-8-7 13:7:53,29,E-SMP-25,SM-A3560ZKDTGY,Galaxy A35 5G 8GB 128GB Awesome Navy,SKU Price,2158,Passed,Galaxy Credit,,,SKU Price in Cart,2158,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,SM-A3560ZKDTGY,1,Passed,Z-ITFITPW28-M,1,Passed,Z-ITFITT10WE,1,Passed,Z-EB-P3400XUEGWW,1,Passed,Z-ITFITEX43,1,Passed,,,,,,,,,,,,,,,,,,,Passed,63.16000000000008
2024-8-7 13:8:59,30,E-SMP-26,SM-A3560LBGTGY,Galaxy A35 5G 8GB 256GB Awesome Iceblue,SKU Price,2398,Passed,Galaxy Credit,,,SKU Price in Cart,2398,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,SM-A3560LBGTGY,1,Passed,Z-ITFITPW28-M,1,Passed,Z-ITFITT10WE,1,Passed,Z-EB-P3400XUEGWW,1,Passed,Z-ITFITEX43,1,Passed,,,,,,,,,,,,,,,,,,,Passed,63.49000000000001
2024-8-7 13:10:2,31,E-SMP-27,SM-A2360LBWTGY,"Galaxy A23 5G, Blue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),64.25
2024-8-7 13:11:8,32,E-SMP-28,SM-M346BZSPTGY,"Galaxy M34 5G, Silver",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),64.75999999999999
